date,business_type,process,customers_or_cases,waiting_minutes,staff_hours,sales_aed,operating_cost_aed,delayed_cases,customer_complaints,repeat_customers,missed_follow_ups,status
2025-06-09 08:43:51.277092364,Retail,Order processing,9,25.8,2.61,854.64,194.01,0,2,7,1,Completed
2025-06-09 11:38:37.972657552,Logistics,Booking,7,11.5,1.59,680.98,91.25,0,0,3,0,Completed
2025-06-09 14:33:24.668222742,Restaurant,Supplier coordination,4,40.6,1.89,300.29,124.07,0,0,4,0,Completed
2025-06-09 17:28:11.363787930,Service Business,Stock handling,7,32.9,2.22,732.9,116.37,0,0,4,1,Completed
2025-06-09 20:22:58.059353118,Restaurant,Payment,5,7.9,1.34,425.04,72.45,0,0,4,0,Completed
2025-06-09 23:17:44.754918306,Clinic,Order processing,7,35.2,0.23,634.03,17.91,0,1,6,1,Completed
2025-06-10 02:12:31.450483494,Restaurant,Complaint handling,5,36.3,1.93,337.91,88.2,0,1,2,3,Completed
2025-06-10 05:07:18.146048684,Restaurant,Follow-up,10,28.5,0.5,663.11,34.3,0,1,5,1,Completed
2025-06-10 08:02:04.841613872,Clinic,Booking,5,20.2,1.11,356.53,65.9,0,2,5,2,Completed
2025-06-10 10:56:51.537179060,Logistics,Complaint handling,12,39.8,1.41,1275.74,105.32,0,0,4,5,Completed
2025-06-10 13:51:38.232744248,Logistics,Delivery,7,33.6,1.87,473.16,111.95,0,1,5,1,Completed
2025-06-10 16:46:24.928309436,Restaurant,Delivery,6,37.1,2.04,265.59,179.14,1,0,5,3,Delayed
2025-06-10 19:41:11.623874626,Clinic,Order processing,6,22.9,0.53,441.09,30.25,0,1,4,2,Completed
2025-06-10 22:35:58.319439814,Clinic,Delivery,5,40.0,0.67,324.53,51.06,1,0,5,3,Delayed
2025-06-11 01:30:45.015005002,Service Business,Booking,7,29.4,1.86,707.07,107.72,0,1,5,4,Completed
2025-06-11 04:25:31.710570190,Logistics,Payment,13,13.4,2.55,1059.58,106.78,0,0,8,4,Completed
2025-06-11 07:20:18.406135378,Retail,Appointment,10,47.3,1.26,881.33,44.75,0,5,6,2,Completed
2025-06-11 10:15:05.101700568,Logistics,Customer enquiry,10,15.7,1.48,1018.61,104.38,0,0,8,1,Completed
2025-06-11 13:09:51.797265756,Logistics,Supplier coordination,7,42.8,0.37,594.04,43.27,0,4,5,2,Completed
2025-06-11 16:04:38.492830944,Service Business,Payment,6,11.7,2.17,339.48,126.0,0,0,4,1,Completed
2025-06-11 18:59:25.188396132,Retail,Appointment,4,21.4,2.1,346.2,106.85,0,0,2,0,Completed
2025-06-11 21:54:11.883961320,Service Business,Stock handling,6,27.9,2.86,627.72,111.44,0,0,6,0,Completed
2025-06-12 00:48:58.579526510,Retail,Booking,4,23.0,1.45,312.1,74.07,0,0,3,1,Completed
2025-06-12 03:43:45.275091698,Restaurant,Complaint handling,5,31.7,4.82,398.83,341.19,0,0,3,0,Completed
2025-06-12 06:38:31.970656886,Retail,Appointment,8,21.2,0.95,533.73,64.36,0,0,2,3,Completed
2025-06-12 09:33:18.666222074,Service Business,Booking,7,14.6,1.62,577.83,163.01,0,0,5,0,Completed
2025-06-12 12:28:05.361787262,Logistics,Follow-up,6,37.0,4.58,529.11,184.14,0,1,6,1,Completed
2025-06-12 15:22:52.057352452,Retail,Complaint handling,7,40.3,2.83,725.93,165.07,0,2,6,1,Completed
2025-06-12 18:17:38.752917640,Retail,Delivery,6,48.5,1.68,699.06,132.0,1,1,4,2,Delayed
2025-06-12 21:12:25.448482828,Clinic,Delivery,9,42.0,0.93,803.65,64.8,0,5,3,3,Completed
2025-06-13 00:07:12.144048016,Logistics,Complaint handling,2,31.3,0.41,222.71,29.96,0,0,2,2,Completed
2025-06-13 03:01:58.839613204,Restaurant,Stock handling,9,28.3,0.62,770.17,97.04,0,0,7,2,Completed
2025-06-13 05:56:45.535178394,Service Business,Stock handling,6,26.4,0.87,549.81,47.93,1,0,5,2,Delayed
2025-06-13 08:51:32.230743582,Restaurant,Stock handling,6,26.0,2.87,808.7,130.17,0,0,4,2,Completed
2025-06-13 11:46:18.926308770,Logistics,Appointment,15,23.2,2.97,1141.64,146.16,0,2,9,2,Completed
2025-06-13 14:41:05.621873958,Retail,Supplier coordination,4,38.3,5.47,214.02,205.77,1,1,1,1,Delayed
2025-06-13 17:35:52.317439146,Retail,Appointment,5,18.0,1.53,633.89,116.75,0,0,1,1,Completed
2025-06-13 20:30:39.013004336,Logistics,Order processing,6,32.8,1.14,557.83,62.63,0,2,6,1,Completed
2025-06-13 23:25:25.708569524,Retail,Customer enquiry,9,14.8,2.03,473.07,108.31,0,0,6,2,Completed
2025-06-14 02:20:12.404134712,Retail,Complaint handling,7,34.0,1.04,523.77,83.53,0,0,4,4,Completed
2025-06-14 05:14:59.099699900,Retail,Payment,9,29.8,0.8,794.14,79.49,1,2,7,3,Delayed
2025-06-14 08:09:45.795265088,Service Business,Customer enquiry,9,24.0,0.74,556.22,77.32,0,2,3,2,Completed
2025-06-14 11:04:32.490830278,Service Business,Follow-up,11,24.1,3.09,561.1,238.58,0,0,5,3,Completed
2025-06-14 13:59:19.186395466,Clinic,Appointment,12,30.9,0.32,1153.43,40.89,0,2,8,3,Completed
2025-06-14 16:54:05.881960654,Restaurant,Appointment,10,28.4,1.69,375.01,109.31,0,1,5,3,Completed
2025-06-14 19:48:52.577525842,Logistics,Booking,4,19.9,2.14,266.57,124.28,0,0,3,0,Completed
2025-06-14 22:43:39.273091030,Logistics,Customer enquiry,6,23.7,1.02,396.6,49.71,0,0,6,1,Completed
2025-06-15 01:38:25.968656220,Logistics,Booking,4,12.4,2.3,224.65,128.96,0,1,3,0,Completed
2025-06-15 04:33:12.664221408,Clinic,Payment,7,19.4,3.87,492.31,167.39,0,0,6,0,Completed
2025-06-15 07:27:59.359786596,Service Business,Booking,5,27.9,0.73,368.2,66.28,0,0,2,1,Completed
2025-06-15 10:22:46.055351784,Clinic,Customer enquiry,7,17.7,1.48,79.19,65.3,0,0,3,1,Completed
2025-06-15 13:17:32.750916972,Logistics,Complaint handling,3,33.0,0.88,252.27,65.62,0,1,3,1,Completed
2025-06-15 16:12:19.446482162,Restaurant,Follow-up,9,27.5,0.72,865.07,160.13,0,0,5,2,Completed
2025-06-15 19:07:06.142047350,Retail,Appointment,6,25.8,2.81,661.93,209.44,0,0,5,1,Completed
2025-06-15 22:01:52.837612538,Service Business,Payment,8,18.9,1.45,615.05,167.5,0,0,5,1,Completed
2025-06-16 00:56:39.533177726,Service Business,Appointment,10,18.9,3.73,306.14,158.16,0,0,6,1,Completed
2025-06-16 03:51:26.228742914,Clinic,Order processing,5,18.9,0.28,482.08,87.68,0,0,5,2,Completed
2025-06-16 06:46:12.924308104,Service Business,Follow-up,10,26.3,1.29,795.91,67.44,0,3,6,2,Completed
2025-06-16 09:40:59.619873292,Logistics,Supplier coordination,8,39.4,0.96,756.57,97.1,0,3,5,0,Completed
2025-06-16 12:35:46.315438480,Logistics,Booking,5,21.0,0.28,402.02,36.9,0,1,1,1,Completed
2025-06-16 15:30:33.011003668,Clinic,Delivery,8,42.1,1.91,721.4,118.65,0,1,5,5,Completed
2025-06-16 18:25:19.706568856,Logistics,Customer enquiry,10,20.1,1.36,580.55,70.45,0,1,8,1,Completed
2025-06-16 21:20:06.402134046,Restaurant,Appointment,11,22.3,1.8,579.32,131.82,0,1,6,5,Completed
2025-06-17 00:14:53.097699234,Clinic,Booking,6,18.0,0.85,451.08,51.17,0,0,5,1,Completed
2025-06-17 03:09:39.793264422,Restaurant,Payment,16,20.6,2.52,1235.17,125.38,0,0,10,4,Completed
2025-06-17 06:04:26.488829610,Retail,Appointment,4,27.5,5.05,241.24,271.51,0,0,3,1,Completed
2025-06-17 08:59:13.184394798,Restaurant,Supplier coordination,7,38.8,1.61,424.59,110.58,0,3,3,2,Completed
2025-06-17 11:53:59.879959988,Retail,Follow-up,7,28.0,1.17,418.97,129.57,0,0,4,3,Completed
2025-06-17 14:48:46.575525176,Retail,Follow-up,7,26.8,1.55,725.47,110.26,0,3,5,4,Completed
2025-06-17 17:43:33.271090364,Restaurant,Appointment,4,22.5,1.76,227.57,85.47,0,0,1,0,Completed
2025-06-17 20:38:19.966655552,Clinic,Payment,8,16.8,0.32,714.28,76.98,0,0,6,3,Completed
2025-06-17 23:33:06.662220740,Logistics,Follow-up,7,22.3,2.37,424.02,146.83,0,0,4,2,Completed
2025-06-18 02:27:53.357785930,Logistics,Follow-up,4,25.9,1.3,352.12,64.44,0,0,3,2,Completed
2025-06-18 05:22:40.053351118,Retail,Supplier coordination,6,47.0,2.12,648.08,101.96,0,4,2,1,Completed
2025-06-18 08:17:26.748916306,Retail,Customer enquiry,8,15.4,2.71,819.49,181.32,0,0,6,0,Completed
2025-06-18 11:12:13.444481494,Clinic,Payment,11,9.2,5.72,786.78,204.18,0,0,7,1,Completed
2025-06-18 14:07:00.140046682,Service Business,Payment,8,10.3,1.73,671.89,67.26,0,0,7,2,Completed
2025-06-18 17:01:46.835611872,Restaurant,Complaint handling,5,38.9,1.41,341.33,118.81,0,1,5,1,Completed
2025-06-18 19:56:33.531177060,Retail,Complaint handling,11,29.4,0.99,1085.74,80.28,0,3,4,5,Completed
2025-06-18 22:51:20.226742248,Logistics,Follow-up,3,39.0,1.13,229.0,101.13,0,0,1,0,Completed
2025-06-19 01:46:06.922307436,Clinic,Delivery,4,41.0,2.58,431.84,144.64,0,1,3,0,Completed
2025-06-19 04:40:53.617872624,Restaurant,Complaint handling,4,37.8,0.56,227.83,115.08,0,2,2,1,Completed
2025-06-19 07:35:40.313437814,Clinic,Follow-up,6,25.8,2.5,362.59,150.68,1,3,2,1,Delayed
2025-06-19 10:30:27.009003002,Restaurant,Stock handling,4,26.9,1.66,368.01,130.59,0,1,4,0,Completed
2025-06-19 13:25:13.704568190,Restaurant,Order processing,9,29.5,2.28,788.34,114.87,0,3,2,2,Completed
2025-06-19 16:20:00.400133378,Retail,Order processing,10,28.4,1.98,1181.61,77.25,0,1,5,1,Completed
2025-06-19 19:14:47.095698566,Clinic,Payment,9,11.4,2.63,651.17,142.84,0,0,6,1,Completed
2025-06-19 22:09:33.791263756,Clinic,Delivery,15,52.3,1.84,987.33,75.18,0,2,8,4,Completed
2025-06-20 01:04:20.486828944,Logistics,Supplier coordination,7,43.0,2.04,457.55,133.46,0,2,2,4,Completed
2025-06-20 03:59:07.182394132,Logistics,Customer enquiry,6,22.8,1.84,430.21,104.76,0,0,3,2,Completed
2025-06-20 06:53:53.877959320,Retail,Complaint handling,7,37.6,2.6,601.77,131.75,1,1,4,4,Delayed
2025-06-20 09:48:40.573524508,Retail,Stock handling,7,22.4,1.08,292.32,151.92,0,1,3,1,Completed
2025-06-20 12:43:27.269089698,Service Business,Follow-up,6,27.8,0.72,305.23,52.77,0,0,5,2,Completed
2025-06-20 15:38:13.964654886,Logistics,Delivery,4,34.7,2.4,331.91,142.73,1,0,3,1,Delayed
2025-06-20 18:33:00.660220074,Restaurant,Payment,12,17.8,2.4,1034.01,176.93,0,0,6,0,Completed
2025-06-20 21:27:47.355785262,Clinic,Complaint handling,6,32.2,1.16,425.34,82.41,0,1,6,0,Completed
2025-06-21 00:22:34.051350450,Retail,Delivery,5,40.9,6.9,440.09,284.59,0,1,5,1,Completed
2025-06-21 03:17:20.746915640,Clinic,Complaint handling,6,31.7,0.52,267.32,50.32,1,3,2,2,Delayed
2025-06-21 06:12:07.442480828,Clinic,Customer enquiry,6,21.2,0.59,369.74,90.75,0,0,4,2,Completed
2025-06-21 09:06:54.138046016,Service Business,Customer enquiry,4,13.1,1.16,244.56,91.71,0,0,2,1,Completed
2025-06-21 12:01:40.833611204,Logistics,Supplier coordination,14,50.3,1.38,821.67,81.61,0,4,5,7,Completed
2025-06-21 14:56:27.529176392,Retail,Order processing,6,22.0,2.55,577.78,123.62,0,1,5,1,Completed
2025-06-21 17:51:14.224741582,Clinic,Booking,10,26.5,2.59,989.16,146.17,0,0,4,2,Completed
2025-06-21 20:46:00.920306770,Retail,Booking,9,12.5,0.54,256.89,76.06,0,0,6,1,Completed
2025-06-21 23:40:47.615871958,Restaurant,Complaint handling,12,31.4,1.34,414.12,66.86,0,2,6,5,Completed
2025-06-22 02:35:34.311437146,Service Business,Supplier coordination,6,37.5,1.41,484.81,74.33,0,2,2,3,Completed
2025-06-22 05:30:21.007002334,Restaurant,Booking,12,16.6,2.03,778.45,137.24,0,0,9,0,Completed
2025-06-22 08:25:07.702567524,Retail,Payment,6,24.8,3.0,450.23,108.64,0,0,5,1,Completed
2025-06-22 11:19:54.398132712,Retail,Booking,7,13.2,0.57,595.55,51.85,1,1,4,1,Delayed
2025-06-22 14:14:41.093697900,Logistics,Appointment,8,25.3,1.05,936.5,90.65,0,3,5,2,Completed
2025-06-22 17:09:27.789263088,Clinic,Follow-up,4,33.0,0.23,305.48,45.04,0,1,4,0,Completed
2025-06-22 20:04:14.484828276,Clinic,Supplier coordination,13,36.9,2.03,1259.13,152.23,0,2,10,4,Completed
2025-06-22 22:59:01.180393464,Restaurant,Payment,4,12.1,1.67,273.83,119.28,1,0,2,1,Delayed
2025-06-23 01:53:47.875958654,Service Business,Delivery,5,40.3,1.38,440.27,112.47,0,4,5,0,Completed
2025-06-23 04:48:34.571523842,Clinic,Payment,6,11.9,2.74,561.45,206.44,0,0,4,0,Completed
2025-06-23 07:43:21.267089030,Logistics,Order processing,4,32.9,3.12,266.61,289.72,0,0,3,3,Completed
2025-06-23 10:38:07.962654218,Restaurant,Delivery,6,35.2,3.01,378.59,205.29,1,1,5,1,Delayed
2025-06-23 13:32:54.658219406,Restaurant,Stock handling,3,29.1,0.59,202.48,49.63,0,1,1,2,Completed
2025-06-23 16:27:41.353784596,Logistics,Follow-up,3,25.5,1.07,291.39,94.52,0,2,1,1,Completed
2025-06-23 19:22:28.049349784,Service Business,Follow-up,3,27.2,1.71,281.94,130.2,0,0,2,0,Completed
2025-06-23 22:17:14.744914972,Logistics,Follow-up,10,28.8,1.22,231.65,82.47,0,0,7,3,Completed
2025-06-24 01:12:01.440480160,Service Business,Follow-up,8,26.4,3.9,549.84,191.49,0,0,4,5,Completed
2025-06-24 04:06:48.136045348,Logistics,Complaint handling,7,45.4,3.04,612.3,127.56,0,3,6,3,Completed
2025-06-24 07:01:34.831610538,Logistics,Follow-up,3,28.0,1.34,336.77,120.39,0,0,3,0,Completed
2025-06-24 09:56:21.527175726,Retail,Follow-up,5,40.2,1.2,379.01,55.06,0,1,4,0,Completed
2025-06-24 12:51:08.222740914,Restaurant,Follow-up,4,34.7,0.76,344.96,51.66,0,0,3,1,Completed
2025-06-24 15:45:54.918306102,Logistics,Supplier coordination,6,36.1,2.29,481.48,140.31,0,0,6,0,Completed
2025-06-24 18:40:41.613871290,Logistics,Complaint handling,6,29.5,2.47,399.0,83.85,1,0,4,2,Delayed
2025-06-24 21:35:28.309436480,Clinic,Customer enquiry,3,15.9,0.45,145.26,71.94,0,0,3,0,Completed
2025-06-25 00:30:15.005001668,Restaurant,Payment,8,15.6,0.39,403.6,29.62,0,0,4,3,Completed
2025-06-25 03:25:01.700566856,Clinic,Payment,6,8.9,0.59,571.91,41.09,0,0,6,2,Completed
2025-06-25 06:19:48.396132044,Restaurant,Delivery,14,35.7,3.5,1129.09,158.92,0,4,9,5,Completed
2025-06-25 09:14:35.091697232,Clinic,Supplier coordination,6,41.6,2.97,370.67,173.84,1,2,3,3,Delayed
2025-06-25 12:09:21.787262422,Logistics,Appointment,5,36.9,1.73,233.02,60.2,0,1,3,2,Completed
2025-06-25 15:04:08.482827610,Logistics,Payment,7,18.2,1.81,665.1,91.79,0,0,4,1,Completed
2025-06-25 17:58:55.178392798,Retail,Booking,5,30.1,0.41,280.57,115.19,0,0,4,2,Completed
2025-06-25 20:53:41.873957986,Clinic,Appointment,3,23.0,4.81,278.62,259.89,0,0,3,0,Completed
2025-06-25 23:48:28.569523174,Service Business,Follow-up,12,29.3,3.4,901.43,199.76,0,1,11,4,Completed
2025-06-26 02:43:15.265088364,Retail,Follow-up,4,28.1,1.32,308.25,98.86,0,1,3,1,Completed
2025-06-26 05:38:01.960653552,Clinic,Complaint handling,7,35.2,1.97,815.58,132.09,0,2,5,1,Completed
2025-06-26 08:32:48.656218740,Clinic,Appointment,5,17.4,1.07,159.18,40.62,0,0,4,1,Completed
2025-06-26 11:27:35.351783928,Retail,Booking,7,19.0,1.41,410.71,77.72,0,0,4,0,Completed
2025-06-26 14:22:22.047349116,Logistics,Complaint handling,4,33.0,0.6,452.71,60.09,0,1,2,3,Completed
2025-06-26 17:17:08.742914306,Clinic,Delivery,5,37.3,1.46,492.83,102.08,0,0,1,2,Completed
2025-06-26 20:11:55.438479494,Logistics,Appointment,12,18.8,0.8,872.31,71.9,0,2,7,2,Completed
2025-06-26 23:06:42.134044682,Retail,Supplier coordination,11,37.3,1.34,1309.82,62.77,0,2,4,3,Completed
2025-06-27 02:01:28.829609870,Logistics,Follow-up,11,26.0,2.5,1100.91,160.02,0,1,9,3,Completed
2025-06-27 04:56:15.525175058,Restaurant,Follow-up,6,24.5,0.67,398.98,52.08,0,0,3,2,Completed
2025-06-27 07:51:02.220740248,Service Business,Order processing,7,27.0,0.98,380.74,75.27,0,0,6,4,Completed
2025-06-27 10:45:48.916305436,Clinic,Complaint handling,8,31.4,0.2,870.27,92.24,0,1,7,1,Completed
2025-06-27 13:40:35.611870624,Service Business,Customer enquiry,8,27.4,0.78,480.85,95.16,0,2,3,2,Completed
2025-06-27 16:35:22.307435812,Logistics,Customer enquiry,9,15.6,2.87,751.46,163.59,0,0,7,0,Completed
2025-06-27 19:30:09.003001000,Clinic,Complaint handling,9,49.2,2.67,998.37,213.38,0,4,6,1,Completed
2025-06-27 22:24:55.698566190,Logistics,Supplier coordination,5,45.7,1.39,409.86,82.6,0,1,4,0,Completed
2025-06-28 01:19:42.394131378,Restaurant,Stock handling,8,25.6,1.87,625.81,112.6,0,0,6,1,Completed
2025-06-28 04:14:29.089696566,Retail,Complaint handling,5,31.0,0.31,206.28,108.07,0,1,4,2,Completed
2025-06-28 07:09:15.785261754,Clinic,Supplier coordination,7,41.4,0.73,699.58,81.37,1,1,4,4,Delayed
2025-06-28 10:04:02.480826942,Restaurant,Delivery,11,42.7,0.61,418.33,82.0,1,5,6,4,Delayed
2025-06-28 12:58:49.176392132,Restaurant,Follow-up,8,30.3,2.44,862.07,132.37,0,1,5,2,Completed
2025-06-28 15:53:35.871957320,Clinic,Booking,3,18.6,0.87,122.89,94.29,0,0,3,0,Completed
2025-06-28 18:48:22.567522508,Logistics,Stock handling,6,28.4,1.28,358.62,157.5,0,0,4,2,Completed
2025-06-28 21:43:09.263087696,Restaurant,Appointment,7,22.5,3.56,725.93,174.15,0,1,5,3,Completed
2025-06-29 00:37:55.958652884,Service Business,Stock handling,8,23.4,0.84,878.73,40.85,0,1,4,1,Completed
2025-06-29 03:32:42.654218074,Restaurant,Booking,10,11.1,0.41,800.8,19.97,0,0,10,0,Completed
2025-06-29 06:27:29.349783262,Logistics,Order processing,7,26.2,0.22,490.36,44.36,0,1,2,0,Completed
2025-06-29 09:22:16.045348450,Logistics,Follow-up,12,22.8,3.1,976.45,142.59,0,2,8,2,Completed
2025-06-29 12:17:02.740913638,Service Business,Customer enquiry,12,13.3,0.72,417.52,98.34,0,0,9,1,Completed
2025-06-29 15:11:49.436478826,Restaurant,Supplier coordination,10,39.9,4.11,1020.23,202.07,0,1,5,5,Completed
2025-06-29 18:06:36.132044016,Logistics,Complaint handling,5,42.8,1.32,321.76,84.95,0,1,2,0,Completed
2025-06-29 21:01:22.827609204,Clinic,Complaint handling,4,30.0,0.53,289.64,105.41,0,2,3,0,Completed
2025-06-29 23:56:09.523174392,Retail,Customer enquiry,7,14.5,2.17,559.1,150.45,0,0,7,0,Completed
2025-06-30 02:50:56.218739580,Retail,Stock handling,5,36.8,2.17,420.52,160.03,1,3,3,2,Delayed
2025-06-30 05:45:42.914304768,Retail,Follow-up,3,37.8,2.71,263.47,134.29,1,1,3,1,Delayed
2025-06-30 08:40:29.609869958,Restaurant,Payment,7,11.5,0.8,734.72,91.02,0,0,6,0,Completed
2025-06-30 11:35:16.305435146,Service Business,Supplier coordination,11,38.8,0.99,1165.44,97.19,0,1,9,3,Completed
2025-06-30 14:30:03.001000334,Logistics,Delivery,10,35.5,0.78,773.34,62.47,0,1,7,0,Completed
2025-06-30 17:24:49.696565522,Clinic,Booking,7,14.6,2.04,659.19,133.4,0,0,6,3,Completed
2025-06-30 20:19:36.392130710,Clinic,Stock handling,12,25.7,0.95,1165.71,68.12,0,1,4,4,Completed
2025-06-30 23:14:23.087695900,Restaurant,Appointment,4,20.1,1.82,159.05,110.14,0,1,2,0,Completed
2025-07-01 02:09:09.783261088,Retail,Order processing,8,30.4,0.43,546.94,42.93,0,0,6,1,Completed
2025-07-01 05:03:56.478826276,Restaurant,Complaint handling,7,29.2,1.83,406.42,82.47,0,1,4,1,Completed
2025-07-01 07:58:43.174391464,Service Business,Stock handling,7,26.6,1.74,550.04,80.84,0,0,5,3,Completed
2025-07-01 10:53:29.869956652,Service Business,Order processing,5,34.4,0.79,528.12,54.94,0,0,3,2,Completed
2025-07-01 13:48:16.565521842,Logistics,Booking,7,11.7,1.73,665.95,96.26,0,0,4,1,Completed
2025-07-01 16:43:03.261087030,Logistics,Complaint handling,9,37.3,0.42,864.34,43.63,0,4,4,2,Completed
2025-07-01 19:37:49.956652218,Service Business,Complaint handling,7,30.2,1.03,485.21,64.44,0,3,6,1,Completed
2025-07-01 22:32:36.652217406,Service Business,Payment,12,16.0,0.63,832.65,46.28,0,0,10,4,Completed
2025-07-02 01:27:23.347782594,Service Business,Stock handling,6,32.0,1.63,388.36,60.84,0,1,4,3,Completed
2025-07-02 04:22:10.043347784,Restaurant,Follow-up,6,32.3,1.13,349.73,94.61,0,1,5,3,Completed
2025-07-02 07:16:56.738912972,Service Business,Customer enquiry,9,20.2,2.31,816.11,125.93,0,1,3,1,Completed
2025-07-02 10:11:43.434478160,Clinic,Customer enquiry,7,22.7,0.71,461.47,48.79,0,1,7,1,Completed
2025-07-02 13:06:30.130043348,Retail,Delivery,5,49.2,0.92,246.94,59.71,0,1,3,2,Completed
2025-07-02 16:01:16.825608536,Service Business,Appointment,6,20.2,0.54,505.95,100.99,0,1,6,1,Completed
2025-07-02 18:56:03.521173726,Retail,Order processing,8,26.6,4.29,635.86,254.07,0,1,5,0,Completed
2025-07-02 21:50:50.216738914,Restaurant,Stock handling,8,28.6,0.13,676.29,22.98,0,0,6,3,Completed
2025-07-03 00:45:36.912304102,Retail,Supplier coordination,5,57.3,3.47,549.14,120.12,0,4,2,3,Completed
2025-07-03 03:40:23.607869290,Restaurant,Appointment,3,15.1,3.58,235.58,113.0,0,0,2,0,Completed
2025-07-03 06:35:10.303434478,Clinic,Payment,6,16.4,1.09,383.21,49.56,0,1,6,0,Completed
2025-07-03 09:29:56.998999668,Restaurant,Complaint handling,5,37.6,0.85,318.55,88.9,0,0,3,2,Completed
2025-07-03 12:24:43.694564856,Restaurant,Follow-up,6,37.5,1.36,341.1,87.21,0,2,2,0,Completed
2025-07-03 15:19:30.390130044,Logistics,Stock handling,6,25.8,0.64,366.94,72.08,0,1,5,4,Completed
2025-07-03 18:14:17.085695232,Service Business,Appointment,7,25.6,1.1,353.44,70.59,0,0,7,0,Completed
2025-07-03 21:09:03.781260420,Service Business,Appointment,6,19.3,2.8,483.67,154.82,0,1,3,0,Completed
2025-07-04 00:03:50.476825610,Clinic,Follow-up,7,24.6,0.35,441.88,44.25,0,1,4,2,Completed
2025-07-04 02:58:37.172390798,Clinic,Delivery,7,42.6,2.21,565.77,80.06,0,3,4,2,Completed
2025-07-04 05:53:23.867955986,Service Business,Order processing,9,20.5,1.3,630.1,123.52,0,1,4,2,Completed
2025-07-04 08:48:10.563521174,Logistics,Order processing,3,23.3,5.35,227.01,284.74,0,0,2,0,Completed
2025-07-04 11:42:57.259086362,Service Business,Appointment,8,17.1,1.48,932.56,92.23,0,0,6,1,Completed
2025-07-04 14:37:43.954651552,Logistics,Booking,12,10.4,0.72,1238.11,91.65,0,0,7,1,Completed
2025-07-04 17:32:30.650216740,Clinic,Appointment,3,18.5,1.04,132.4,63.18,0,1,3,0,Completed
2025-07-04 20:27:17.345781928,Retail,Appointment,8,31.1,1.09,516.71,138.27,1,0,6,3,Delayed
2025-07-04 23:22:04.041347116,Clinic,Follow-up,6,44.0,3.46,217.46,193.74,0,0,5,0,Completed
2025-07-05 02:16:50.736912304,Clinic,Complaint handling,10,38.4,1.38,691.52,80.06,0,2,8,3,Completed
2025-07-05 05:11:37.432477494,Restaurant,Follow-up,5,30.9,1.69,426.55,165.62,0,1,0,1,Completed
2025-07-05 08:06:24.128042682,Restaurant,Stock handling,3,38.8,1.09,304.82,81.78,0,0,3,2,Completed
2025-07-05 11:01:10.823607870,Restaurant,Appointment,7,21.3,0.65,703.57,38.27,0,1,3,1,Completed
2025-07-05 13:55:57.519173058,Restaurant,Order processing,4,24.3,0.37,339.98,58.24,0,0,3,1,Completed
2025-07-05 16:50:44.214738246,Logistics,Supplier coordination,7,39.8,3.63,402.36,167.36,0,0,3,3,Completed
2025-07-05 19:45:30.910303436,Service Business,Order processing,6,31.4,1.74,579.48,148.21,0,1,4,0,Completed
2025-07-05 22:40:17.605868624,Retail,Customer enquiry,7,25.1,1.12,553.52,72.69,0,0,4,2,Completed
2025-07-06 01:35:04.301433812,Clinic,Delivery,8,48.1,1.47,657.4,144.86,0,0,4,4,Completed
2025-07-06 04:29:50.996999000,Logistics,Payment,4,10.6,1.58,483.82,126.19,0,0,1,0,Completed
2025-07-06 07:24:37.692564188,Retail,Stock handling,8,26.2,2.54,457.83,175.47,0,0,5,3,Completed
2025-07-06 10:19:24.388129376,Logistics,Stock handling,7,31.8,0.6,865.43,64.75,0,0,6,3,Completed
2025-07-06 13:14:11.083694566,Logistics,Delivery,9,58.9,2.91,1058.07,184.24,0,5,5,0,Completed
2025-07-06 16:08:57.779259754,Clinic,Supplier coordination,11,41.7,1.04,874.46,48.39,0,2,8,2,Completed
2025-07-06 19:03:44.474824942,Service Business,Payment,6,8.0,1.69,493.53,123.3,0,0,5,0,Completed
2025-07-06 21:58:31.170390130,Restaurant,Complaint handling,7,40.1,0.52,437.11,38.18,1,1,3,3,Delayed
2025-07-07 00:53:17.865955318,Service Business,Appointment,7,16.1,0.51,575.29,67.97,0,0,7,2,Completed
2025-07-07 03:48:04.561520508,Clinic,Payment,8,29.0,0.51,640.45,69.2,0,0,5,2,Completed
2025-07-07 06:42:51.257085696,Clinic,Supplier coordination,6,45.9,0.28,377.1,40.92,0,2,3,2,Completed
2025-07-07 09:37:37.952650884,Clinic,Booking,10,19.2,1.84,622.74,69.65,0,0,5,0,Completed
2025-07-07 12:32:24.648216072,Retail,Customer enquiry,10,18.5,1.4,727.43,141.71,1,1,5,3,Delayed
2025-07-07 15:27:11.343781260,Service Business,Payment,8,10.6,1.16,622.38,74.8,0,0,6,2,Completed
2025-07-07 18:21:58.039346450,Service Business,Payment,3,16.9,0.57,120.97,38.71,0,0,2,0,Completed
2025-07-07 21:16:44.734911638,Logistics,Customer enquiry,14,13.9,3.73,1439.17,143.99,0,0,9,2,Completed
2025-07-08 00:11:31.430476826,Logistics,Appointment,8,18.2,0.19,536.43,57.27,0,1,5,1,Completed
2025-07-08 03:06:18.126042014,Logistics,Payment,7,19.2,2.24,499.72,142.84,0,1,6,0,Completed
2025-07-08 06:01:04.821607202,Clinic,Customer enquiry,7,16.6,0.56,573.35,58.12,0,0,5,0,Completed
2025-07-08 08:55:51.517172392,Service Business,Customer enquiry,3,20.1,2.12,216.36,84.66,0,0,1,0,Completed
